vehicle_id,event,event_ts
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-10 00:35:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-10 01:36:46+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-11 16:07:44+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-11 16:57:43+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-11 18:04:54+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-11 18:17:05+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-12 16:06:15+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-12 16:48:53+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-12 19:06:45+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-12 19:40:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-13 01:07:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-13 01:33:47+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-13 15:37:32+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-14 00:14:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-14 10:11:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-14 10:22:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-14 12:02:00+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-14 12:56:51+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-14 20:29:33+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-14 21:00:21+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-15 18:23:29+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-15 19:09:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-16 02:16:09+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-16 02:30:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-16 19:46:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-16 20:31:43+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-17 15:32:59+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-17 16:11:38+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-18 01:03:30+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-18 01:40:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-18 14:51:29+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-18 15:17:54+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-18 16:49:12+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-18 17:21:45+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-19 14:57:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-19 15:43:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-19 19:10:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-19 19:52:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-20 15:33:39+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-20 16:07:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-20 21:06:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-20 21:58:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-21 15:46:38+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-21 16:23:29+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-22 01:27:04+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-22 02:01:09+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-22 16:16:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-22 16:44:21+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-22 23:47:33+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-23 00:13:38+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-23 15:20:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-23 16:10:24+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-23 21:20:33+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-23 21:40:59+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-24 15:28:41+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-24 16:03:12+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-25 00:54:58+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-25 01:44:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-25 15:55:37+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-25 16:41:28+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-25 19:38:19+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-25 20:28:20+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 01:01:17+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-26 01:39:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 01:39:13+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-26 03:33:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 16:07:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-26 16:45:43+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 20:12:18+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-26 21:12:20+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-28 15:34:19+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-28 16:23:59+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-29 14:38:19+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-09-29 15:27:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-01 15:32:07+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-01 16:06:46+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-01 20:16:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-01 20:51:09+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-02 00:43:32+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-02 01:34:02+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-02 15:24:07+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-02 16:11:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-03 15:56:58+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-03 16:45:26+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-04 15:54:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-04 16:21:06+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-06 03:09:58+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-06 03:54:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-06 23:54:51+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-07 00:36:20+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-07 15:48:39+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-07 16:11:07+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-07 23:26:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-08 00:05:29+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-08 21:13:09+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-08 22:08:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-09 16:15:18+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-09 17:03:38+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-10 15:24:04+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-10 16:12:40+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-10 19:22:43+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-10 20:03:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-11 15:26:54+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-11 16:27:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-11 19:19:47+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-11 19:46:46+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-11 22:33:44+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-11 22:48:32+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-12 02:13:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-12 02:29:26+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-12 14:18:32+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-12 14:45:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-13 15:21:56+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-13 16:18:09+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-14 19:10:07+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-14 20:00:20+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-16 04:08:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-16 04:29:55+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-16 22:16:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-16 22:56:46+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-17 16:22:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-17 16:42:18+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-18 00:35:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-18 01:14:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-18 15:22:59+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-18 16:16:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-18 23:17:28+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-18 23:46:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-19 15:37:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-19 16:21:47+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-19 19:28:40+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-19 20:06:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-20 12:51:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-20 12:51:09+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-20 12:53:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-20 13:51:06+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-20 21:07:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-20 22:01:22+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-21 13:31:13+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-21 14:17:44+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-21 17:16:50+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-21 18:04:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-22 13:33:32+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-22 14:17:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-22 19:15:40+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-22 19:58:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 01:07:56+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-23 01:27:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 03:40:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-23 04:07:47+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 15:31:39+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-23 16:06:46+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 21:39:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-23 22:06:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-24 16:07:02+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-24 16:54:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-24 18:25:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-24 19:09:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-25 00:33:37+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-25 01:12:47+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-25 13:15:00+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-25 14:00:07+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-25 23:26:16+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-25 23:59:07+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-26 13:25:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-26 14:17:12+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-26 17:53:11+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-26 18:26:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-27 15:19:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-27 15:54:56+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-28 02:29:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-28 03:16:19+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-28 16:13:40+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-28 16:53:30+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-29 13:22:01+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-29 14:11:45+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-29 15:25:15+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-29 15:49:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-29 23:23:59+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-30 00:01:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-30 01:57:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-30 02:26:35+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-30 15:08:55+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-31 01:50:44+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-31 03:53:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-31 04:12:13+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-31 15:30:54+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-31 16:19:15+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-31 23:22:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-10-31 23:52:12+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-01 14:13:37+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-01 14:49:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-01 16:25:46+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-01 17:09:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-01 18:43:52+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-01 19:07:34+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-02 13:10:58+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-02 14:00:29+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-03 15:10:19+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-03 16:01:42+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-03 18:27:47+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-03 18:43:00+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-03 20:41:56+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-03 21:15:25+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-04 13:23:37+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-04 14:08:40+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-04 18:17:00+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-04 18:56:21+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-05 13:35:28+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-05 14:04:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-05 15:39:06+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-06 00:25:14+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-06 01:54:57+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-06 02:32:49+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-06 15:10:04+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-06 15:44:18+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-06 16:11:05+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-06 16:12:40+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-07 15:41:37+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-07 16:40:53+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-08 04:22:55+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-08 05:14:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-08 18:41:02+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-08 19:28:12+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-09 16:47:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-09 17:17:07+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-09 21:49:15+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-09 22:21:42+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-10 16:26:56+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-10 16:57:55+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-11 01:30:15+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-11 02:12:26+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-11 16:40:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-11 17:00:32+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-12 16:20:27+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-12 16:54:22+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-13 01:26:06+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-13 02:14:03+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-13 16:05:21+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-13 16:45:48+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-14 00:45:06+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-14 01:29:41+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-14 04:19:10+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-14 04:44:12+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-14 16:06:30+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-14 16:57:45+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-14 19:02:32+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-14 19:26:16+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-15 14:26:39+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-15 15:16:08+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-15 16:19:31+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-15 16:53:47+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-16 14:17:13+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Aborted,2021-11-16 14:48:36+00:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-11-16 16:24:38+00:00
